service_id,date,exception_type
"1726_209140","20160407","1"
"1726_209140","20160408","1"
"1726_209140","20160411","1"
"1726_209140","20160412","1"
"1726_209140","20160413","1"
"1726_209140","20160414","1"
"1726_209140","20160415","1"
"1726_209140","20160418","1"
"1726_209140","20160419","1"
"1726_209140","20160420","1"
"1726_209140","20160421","1"
"1726_209140","20160422","1"
"1726_209140","20160426","1"
"1726_209140","20160427","1"
"1726_209140","20160428","1"
"1726_209140","20160429","1"
"1726_209140","20160502","1"
"1726_209140","20160503","1"
"1726_209140","20160504","1"
"1726_209140","20160505","1"
"1726_209140","20160506","1"
"1726_209140","20160509","1"
"1726_209140","20160510","1"
"1726_209140","20160511","1"
"1726_209140","20160512","1"
"1726_209140","20160513","1"
"1726_209140","20160516","1"
"1726_209140","20160517","1"
"1726_209140","20160518","1"
"1726_209140","20160519","1"
"1726_209140","20160520","1"
"1726_209140","20160523","1"
"1726_209140","20160524","1"
"1726_209140","20160525","1"
"1726_209140","20160526","1"
"1726_209140","20160527","1"
"1726_209140","20160530","1"
"1726_209140","20160531","1"
"1726_209140","20160601","1"
"1726_209140","20160603","1"
"1726_209140","20160606","1"
"1726_209140","20160607","1"
"1726_209140","20160608","1"
"1726_209140","20160609","1"
"1726_209140","20160610","1"
"1726_209140","20160915","1"
"1726_209140","20160916","1"
"1726_209140","20160919","1"
"1726_209140","20160920","1"
"1726_209140","20160921","1"
"1726_209140","20160922","1"
"1726_209140","20160923","1"
"1726_209140","20160926","1"
"1726_209140","20160927","1"
"1726_209140","20160928","1"
"1726_209140","20160929","1"
"1726_209140","20160930","1"
"1726_209140","20161003","1"
"1726_209140","20161004","1"
"1726_209140","20161005","1"
"1726_209140","20161006","1"
"1726_209140","20161007","1"
"1726_209140","20161010","1"
"1726_209140","20161011","1"
"1726_209140","20161012","1"
"1726_209140","20161013","1"
"1726_209140","20161014","1"
"1726_209140","20161017","1"
"1726_209140","20161018","1"
"1726_209140","20161019","1"
"1726_209140","20161020","1"
"1726_209140","20161021","1"
"1726_209140","20161024","1"
"1726_209140","20161025","1"
"1726_209140","20161026","1"
"1726_209140","20161027","1"
"1726_209140","20161028","1"
"1726_209140","20161031","1"
"1726_209140","20161102","1"
"1726_209140","20161103","1"
"1726_209140","20161104","1"
"1726_209140","20161107","1"
"1726_209140","20161108","1"
"1726_209140","20161109","1"
"1726_209140","20161110","1"
"1726_209140","20161111","1"
"1726_209140","20161114","1"
"1726_209140","20161115","1"
"1726_209140","20161116","1"
"1726_209140","20161117","1"
"1726_209140","20161118","1"
"1726_209140","20161121","1"
"1726_209140","20161122","1"
"1726_209140","20161123","1"
"1726_209140","20161124","1"
"1726_209140","20161125","1"
"1726_209140","20161128","1"
"1726_209140","20161129","1"
"1726_209140","20161130","1"
"1726_209140","20161201","1"
"1726_209140","20161202","1"
"1726_209140","20161205","1"
"1726_209140","20161206","1"
"1726_209140","20161207","1"
"1726_209140","20161209","1"
"1726_209140","20161212","1"
"1726_209140","20161213","1"
"1726_209140","20161214","1"
"1726_209140","20161215","1"
"1726_209140","20161216","1"
"1726_209140","20161219","1"
"1726_209140","20161220","1"
"1726_209140","20161221","1"
"1726_209140","20161222","1"
"1726_209140","20161223","1"
"1726_209141","20160409","1"
"1726_209141","20160416","1"
"1726_209141","20160423","1"
"1726_209141","20160430","1"
"1726_209141","20160507","1"
"1726_209141","20160514","1"
"1726_209141","20160521","1"
"1726_209141","20160528","1"
"1726_209141","20160604","1"
"1726_209141","20160917","1"
"1726_209141","20160924","1"
"1726_209141","20161001","1"
"1726_209141","20161008","1"
"1726_209141","20161015","1"
"1726_209141","20161022","1"
"1726_209141","20161029","1"
"1726_209141","20161105","1"
"1726_209141","20161112","1"
"1726_209141","20161119","1"
"1726_209141","20161126","1"
"1726_209141","20161203","1"
"1726_209141","20161210","1"
"1726_209141","20161217","1"
"1726_209142","20160407","1"
"1726_209142","20160408","1"
"1726_209142","20160409","1"
"1726_209142","20160411","1"
"1726_209142","20160412","1"
"1726_209142","20160413","1"
"1726_209142","20160414","1"
"1726_209142","20160415","1"
"1726_209142","20160416","1"
"1726_209142","20160418","1"
"1726_209142","20160419","1"
"1726_209142","20160420","1"
"1726_209142","20160421","1"
"1726_209142","20160422","1"
"1726_209142","20160423","1"
"1726_209142","20160426","1"
"1726_209142","20160427","1"
"1726_209142","20160428","1"
"1726_209142","20160429","1"
"1726_209142","20160430","1"
"1726_209142","20160502","1"
"1726_209142","20160503","1"
"1726_209142","20160504","1"
"1726_209142","20160505","1"
"1726_209142","20160506","1"
"1726_209142","20160507","1"
"1726_209142","20160509","1"
"1726_209142","20160510","1"
"1726_209142","20160511","1"
"1726_209142","20160512","1"
"1726_209142","20160513","1"
"1726_209142","20160514","1"
"1726_209142","20160516","1"
"1726_209142","20160517","1"
"1726_209142","20160518","1"
"1726_209142","20160519","1"
"1726_209142","20160520","1"
"1726_209142","20160521","1"
"1726_209142","20160523","1"
"1726_209142","20160524","1"
"1726_209142","20160525","1"
"1726_209142","20160526","1"
"1726_209142","20160527","1"
"1726_209142","20160528","1"
"1726_209142","20160530","1"
"1726_209142","20160531","1"
"1726_209142","20160601","1"
"1726_209142","20160603","1"
"1726_209142","20160604","1"
"1726_209142","20160606","1"
"1726_209142","20160607","1"
"1726_209142","20160608","1"
"1726_209142","20160609","1"
"1726_209142","20160610","1"
"1726_209142","20160915","1"
"1726_209142","20160916","1"
"1726_209142","20160917","1"
"1726_209142","20160919","1"
"1726_209142","20160920","1"
"1726_209142","20160921","1"
"1726_209142","20160922","1"
"1726_209142","20160923","1"
"1726_209142","20160924","1"
"1726_209142","20160926","1"
"1726_209142","20160927","1"
"1726_209142","20160928","1"
"1726_209142","20160929","1"
"1726_209142","20160930","1"
"1726_209142","20161001","1"
"1726_209142","20161003","1"
"1726_209142","20161004","1"
"1726_209142","20161005","1"
"1726_209142","20161006","1"
"1726_209142","20161007","1"
"1726_209142","20161008","1"
"1726_209142","20161010","1"
"1726_209142","20161011","1"
"1726_209142","20161012","1"
"1726_209142","20161013","1"
"1726_209142","20161014","1"
"1726_209142","20161015","1"
"1726_209142","20161017","1"
"1726_209142","20161018","1"
"1726_209142","20161019","1"
"1726_209142","20161020","1"
"1726_209142","20161021","1"
"1726_209142","20161022","1"
"1726_209142","20161024","1"
"1726_209142","20161025","1"
"1726_209142","20161026","1"
"1726_209142","20161027","1"
"1726_209142","20161028","1"
"1726_209142","20161029","1"
"1726_209142","20161031","1"
"1726_209142","20161102","1"
"1726_209142","20161103","1"
"1726_209142","20161104","1"
"1726_209142","20161105","1"
"1726_209142","20161107","1"
"1726_209142","20161108","1"
"1726_209142","20161109","1"
"1726_209142","20161110","1"
"1726_209142","20161111","1"
"1726_209142","20161112","1"
"1726_209142","20161114","1"
"1726_209142","20161115","1"
"1726_209142","20161116","1"
"1726_209142","20161117","1"
"1726_209142","20161118","1"
"1726_209142","20161119","1"
"1726_209142","20161121","1"
"1726_209142","20161122","1"
"1726_209142","20161123","1"
"1726_209142","20161124","1"
"1726_209142","20161125","1"
"1726_209142","20161126","1"
"1726_209142","20161128","1"
"1726_209142","20161129","1"
"1726_209142","20161130","1"
"1726_209142","20161201","1"
"1726_209142","20161202","1"
"1726_209142","20161203","1"
"1726_209142","20161205","1"
"1726_209142","20161206","1"
"1726_209142","20161207","1"
"1726_209142","20161209","1"
"1726_209142","20161210","1"
"1726_209142","20161212","1"
"1726_209142","20161213","1"
"1726_209142","20161214","1"
"1726_209142","20161215","1"
"1726_209142","20161216","1"
"1726_209142","20161217","1"
"1726_209142","20161219","1"
"1726_209142","20161220","1"
"1726_209142","20161221","1"
"1726_209142","20161222","1"
"1726_209142","20161223","1"
"1726_209143","20160407","1"
"1726_209143","20160408","1"
"1726_209143","20160411","1"
"1726_209143","20160412","1"
"1726_209143","20160413","1"
"1726_209143","20160414","1"
"1726_209143","20160415","1"
"1726_209143","20160418","1"
"1726_209143","20160419","1"
"1726_209143","20160420","1"
"1726_209143","20160421","1"
"1726_209143","20160422","1"
"1726_209143","20160426","1"
"1726_209143","20160427","1"
"1726_209143","20160428","1"
"1726_209143","20160429","1"
"1726_209143","20160502","1"
"1726_209143","20160503","1"
"1726_209143","20160504","1"
"1726_209143","20160505","1"
"1726_209143","20160506","1"
"1726_209143","20160509","1"
"1726_209143","20160510","1"
"1726_209143","20160511","1"
"1726_209143","20160512","1"
"1726_209143","20160513","1"
"1726_209143","20160516","1"
"1726_209143","20160517","1"
"1726_209143","20160518","1"
"1726_209143","20160519","1"
"1726_209143","20160520","1"
"1726_209143","20160523","1"
"1726_209143","20160524","1"
"1726_209143","20160525","1"
"1726_209143","20160526","1"
"1726_209143","20160527","1"
"1726_209143","20160530","1"
"1726_209143","20160531","1"
"1726_209143","20160601","1"
"1726_209143","20160603","1"
"1726_209143","20160606","1"
"1726_209143","20160607","1"
"1726_209143","20160608","1"
"1726_209143","20160609","1"
"1726_209143","20160610","1"
"1726_209143","20160613","1"
"1726_209143","20160614","1"
"1726_209143","20160615","1"
"1726_209143","20160616","1"
"1726_209143","20160617","1"
"1726_209143","20160620","1"
"1726_209143","20160621","1"
"1726_209143","20160622","1"
"1726_209143","20160623","1"
"1726_209143","20160624","1"
"1726_209143","20160627","1"
"1726_209143","20160628","1"
"1726_209143","20160629","1"
"1726_209143","20160630","1"
"1726_209143","20160915","1"
"1726_209143","20160916","1"
"1726_209143","20160919","1"
"1726_209143","20160920","1"
"1726_209143","20160921","1"
"1726_209143","20160922","1"
"1726_209143","20160923","1"
"1726_209143","20160926","1"
"1726_209143","20160927","1"
"1726_209143","20160928","1"
"1726_209143","20160929","1"
"1726_209143","20160930","1"
"1726_209143","20161003","1"
"1726_209143","20161004","1"
"1726_209143","20161005","1"
"1726_209143","20161006","1"
"1726_209143","20161007","1"
"1726_209143","20161010","1"
"1726_209143","20161011","1"
"1726_209143","20161012","1"
"1726_209143","20161013","1"
"1726_209143","20161014","1"
"1726_209143","20161017","1"
"1726_209143","20161018","1"
"1726_209143","20161019","1"
"1726_209143","20161020","1"
"1726_209143","20161021","1"
"1726_209143","20161024","1"
"1726_209143","20161025","1"
"1726_209143","20161026","1"
"1726_209143","20161027","1"
"1726_209143","20161028","1"
"1726_209143","20161031","1"
"1726_209143","20161102","1"
"1726_209143","20161103","1"
"1726_209143","20161104","1"
"1726_209143","20161107","1"
"1726_209143","20161108","1"
"1726_209143","20161109","1"
"1726_209143","20161110","1"
"1726_209143","20161111","1"
"1726_209143","20161114","1"
"1726_209143","20161115","1"
"1726_209143","20161116","1"
"1726_209143","20161117","1"
"1726_209143","20161118","1"
"1726_209143","20161121","1"
"1726_209143","20161122","1"
"1726_209143","20161123","1"
"1726_209143","20161124","1"
"1726_209143","20161125","1"
"1726_209143","20161128","1"
"1726_209143","20161129","1"
"1726_209143","20161130","1"
"1726_209143","20161201","1"
"1726_209143","20161202","1"
"1726_209143","20161205","1"
"1726_209143","20161206","1"
"1726_209143","20161207","1"
"1726_209143","20161209","1"
"1726_209143","20161212","1"
"1726_209143","20161213","1"
"1726_209143","20161214","1"
"1726_209143","20161215","1"
"1726_209143","20161216","1"
"1726_209143","20161219","1"
"1726_209143","20161220","1"
"1726_209143","20161221","1"
"1726_209143","20161222","1"
"1726_209143","20161223","1"
"1726_209144","20160613","1"
"1726_209144","20160614","1"
"1726_209144","20160615","1"
"1726_209144","20160616","1"
"1726_209144","20160617","1"
"1726_209144","20160620","1"
"1726_209144","20160621","1"
"1726_209144","20160622","1"
"1726_209144","20160623","1"
"1726_209144","20160624","1"
"1726_209144","20160627","1"
"1726_209144","20160628","1"
"1726_209144","20160629","1"
"1726_209144","20160630","1"
"1726_209145","20160407","1"
"1726_209145","20160408","1"
"1726_209145","20160412","1"
"1726_209145","20160414","1"
"1726_209145","20160415","1"
"1726_209145","20160419","1"
"1726_209145","20160421","1"
"1726_209145","20160422","1"
"1726_209145","20160426","1"
"1726_209145","20160428","1"
"1726_209145","20160429","1"
"1726_209145","20160503","1"
"1726_209145","20160505","1"
"1726_209145","20160506","1"
"1726_209145","20160510","1"
"1726_209145","20160512","1"
"1726_209145","20160513","1"
"1726_209145","20160517","1"
"1726_209145","20160519","1"
"1726_209145","20160520","1"
"1726_209145","20160524","1"
"1726_209145","20160526","1"
"1726_209145","20160527","1"
"1726_209145","20160531","1"
"1726_209145","20160603","1"
"1726_209145","20160607","1"
"1726_209145","20160609","1"
"1726_209145","20160610","1"
"1726_209145","20160915","1"
"1726_209145","20160916","1"
"1726_209145","20160920","1"
"1726_209145","20160922","1"
"1726_209145","20160923","1"
"1726_209145","20160927","1"
"1726_209145","20160929","1"
"1726_209145","20160930","1"
"1726_209145","20161004","1"
"1726_209145","20161006","1"
"1726_209145","20161007","1"
"1726_209145","20161011","1"
"1726_209145","20161013","1"
"1726_209145","20161014","1"
"1726_209145","20161018","1"
"1726_209145","20161020","1"
"1726_209145","20161021","1"
"1726_209145","20161025","1"
"1726_209145","20161027","1"
"1726_209145","20161028","1"
"1726_209145","20161103","1"
"1726_209145","20161104","1"
"1726_209145","20161108","1"
"1726_209145","20161110","1"
"1726_209145","20161111","1"
"1726_209145","20161115","1"
"1726_209145","20161117","1"
"1726_209145","20161118","1"
"1726_209145","20161122","1"
"1726_209145","20161124","1"
"1726_209145","20161125","1"
"1726_209145","20161129","1"
"1726_209145","20161201","1"
"1726_209145","20161202","1"
"1726_209145","20161206","1"
"1726_209145","20161209","1"
"1726_209145","20161213","1"
"1726_209145","20161215","1"
"1726_209145","20161216","1"
"1726_209145","20161220","1"
"1726_209145","20161222","1"
"1726_209145","20161223","1"
"1726_209146","20160407","1"
"1726_209146","20160408","1"
"1726_209146","20160411","1"
"1726_209146","20160414","1"
"1726_209146","20160415","1"
"1726_209146","20160418","1"
"1726_209146","20160421","1"
"1726_209146","20160422","1"
"1726_209146","20160428","1"
"1726_209146","20160429","1"
"1726_209146","20160502","1"
"1726_209146","20160505","1"
"1726_209146","20160506","1"
"1726_209146","20160509","1"
"1726_209146","20160512","1"
"1726_209146","20160513","1"
"1726_209146","20160516","1"
"1726_209146","20160519","1"
"1726_209146","20160520","1"
"1726_209146","20160523","1"
"1726_209146","20160526","1"
"1726_209146","20160527","1"
"1726_209146","20160530","1"
"1726_209146","20160603","1"
"1726_209146","20160606","1"
"1726_209146","20160609","1"
"1726_209146","20160610","1"
"1726_209146","20160915","1"
"1726_209146","20160916","1"
"1726_209146","20160919","1"
"1726_209146","20160922","1"
"1726_209146","20160923","1"
"1726_209146","20160926","1"
"1726_209146","20160929","1"
"1726_209146","20160930","1"
"1726_209146","20161003","1"
"1726_209146","20161006","1"
"1726_209146","20161007","1"
"1726_209146","20161010","1"
"1726_209146","20161013","1"
"1726_209146","20161014","1"
"1726_209146","20161017","1"
"1726_209146","20161020","1"
"1726_209146","20161021","1"
"1726_209146","20161024","1"
"1726_209146","20161027","1"
"1726_209146","20161028","1"
"1726_209146","20161031","1"
"1726_209146","20161103","1"
"1726_209146","20161104","1"
"1726_209146","20161107","1"
"1726_209146","20161110","1"
"1726_209146","20161111","1"
"1726_209146","20161114","1"
"1726_209146","20161117","1"
"1726_209146","20161118","1"
"1726_209146","20161121","1"
"1726_209146","20161124","1"
"1726_209146","20161125","1"
"1726_209146","20161128","1"
"1726_209146","20161201","1"
"1726_209146","20161202","1"
"1726_209146","20161205","1"
"1726_209146","20161209","1"
"1726_209146","20161212","1"
"1726_209146","20161215","1"
"1726_209146","20161216","1"
"1726_209146","20161219","1"
"1726_209146","20161222","1"
"1726_209146","20161223","1"
"1726_209147","20160408","1"
"1726_209147","20160411","1"
"1726_209147","20160413","1"
"1726_209147","20160415","1"
"1726_209147","20160418","1"
"1726_209147","20160420","1"
"1726_209147","20160422","1"
"1726_209147","20160427","1"
"1726_209147","20160429","1"
"1726_209147","20160502","1"
"1726_209147","20160504","1"
"1726_209147","20160506","1"
"1726_209147","20160509","1"
"1726_209147","20160511","1"
"1726_209147","20160513","1"
"1726_209147","20160516","1"
"1726_209147","20160518","1"
"1726_209147","20160520","1"
"1726_209147","20160523","1"
"1726_209147","20160525","1"
"1726_209147","20160527","1"
"1726_209147","20160530","1"
"1726_209147","20160601","1"
"1726_209147","20160603","1"
"1726_209147","20160606","1"
"1726_209147","20160608","1"
"1726_209147","20160610","1"
"1726_209147","20160916","1"
"1726_209147","20160919","1"
"1726_209147","20160921","1"
"1726_209147","20160923","1"
"1726_209147","20160926","1"
"1726_209147","20160928","1"
"1726_209147","20160930","1"
"1726_209147","20161003","1"
"1726_209147","20161005","1"
"1726_209147","20161007","1"
"1726_209147","20161010","1"
"1726_209147","20161012","1"
"1726_209147","20161014","1"
"1726_209147","20161017","1"
"1726_209147","20161019","1"
"1726_209147","20161021","1"
"1726_209147","20161024","1"
"1726_209147","20161026","1"
"1726_209147","20161028","1"
"1726_209147","20161031","1"
"1726_209147","20161102","1"
"1726_209147","20161104","1"
"1726_209147","20161107","1"
"1726_209147","20161109","1"
"1726_209147","20161111","1"
"1726_209147","20161114","1"
"1726_209147","20161116","1"
"1726_209147","20161118","1"
"1726_209147","20161121","1"
"1726_209147","20161123","1"
"1726_209147","20161125","1"
"1726_209147","20161128","1"
"1726_209147","20161130","1"
"1726_209147","20161202","1"
"1726_209147","20161205","1"
"1726_209147","20161207","1"
"1726_209147","20161209","1"
"1726_209147","20161212","1"
"1726_209147","20161214","1"
"1726_209147","20161216","1"
"1726_209147","20161219","1"
"1726_209147","20161221","1"
"1726_209147","20161223","1"
"1726_209148","20160407","1"
"1726_209148","20160408","1"
"1726_209148","20160411","1"
"1726_209148","20160412","1"
"1726_209148","20160413","1"
"1726_209148","20160414","1"
"1726_209148","20160415","1"
"1726_209148","20160418","1"
"1726_209148","20160419","1"
"1726_209148","20160420","1"
"1726_209148","20160421","1"
"1726_209148","20160422","1"
"1726_209148","20160426","1"
"1726_209148","20160427","1"
"1726_209148","20160428","1"
"1726_209148","20160429","1"
"1726_209148","20160502","1"
"1726_209148","20160503","1"
"1726_209148","20160504","1"
"1726_209148","20160505","1"
"1726_209148","20160506","1"
"1726_209148","20160509","1"
"1726_209148","20160510","1"
"1726_209148","20160511","1"
"1726_209148","20160512","1"
"1726_209148","20160513","1"
"1726_209148","20160516","1"
"1726_209148","20160517","1"
"1726_209148","20160518","1"
"1726_209148","20160519","1"
"1726_209148","20160520","1"
"1726_209148","20160523","1"
"1726_209148","20160524","1"
"1726_209148","20160525","1"
"1726_209148","20160526","1"
"1726_209148","20160527","1"
"1726_209148","20160530","1"
"1726_209148","20160531","1"
"1726_209148","20160601","1"
"1726_209148","20160603","1"
"1726_209148","20160606","1"
"1726_209148","20160607","1"
"1726_209148","20160608","1"
"1726_209148","20160609","1"
"1726_209148","20160610","1"
"1726_209148","20160915","1"
"1726_209148","20160916","1"
"1726_209148","20160919","1"
"1726_209148","20160920","1"
"1726_209148","20160921","1"
"1726_209148","20160922","1"
"1726_209148","20160923","1"
"1726_209148","20160926","1"
"1726_209148","20160927","1"
"1726_209148","20160928","1"
"1726_209148","20160929","1"
"1726_209148","20160930","1"
"1726_209148","20161003","1"
"1726_209148","20161004","1"
"1726_209148","20161005","1"
"1726_209148","20161006","1"
"1726_209148","20161007","1"
"1726_209148","20161010","1"
"1726_209148","20161011","1"
"1726_209148","20161012","1"
"1726_209148","20161013","1"
"1726_209148","20161014","1"
"1726_209148","20161017","1"
"1726_209148","20161018","1"
"1726_209148","20161019","1"
"1726_209148","20161020","1"
"1726_209148","20161021","1"
"1726_209148","20161024","1"
"1726_209148","20161025","1"
"1726_209148","20161026","1"
"1726_209148","20161027","1"
"1726_209148","20161028","1"
"1726_209148","20161031","1"
"1726_209148","20161102","1"
"1726_209148","20161103","1"
"1726_209148","20161104","1"
"1726_209148","20161107","1"
"1726_209148","20161108","1"
"1726_209148","20161109","1"
"1726_209148","20161110","1"
"1726_209148","20161111","1"
"1726_209148","20161114","1"
"1726_209148","20161115","1"
"1726_209148","20161116","1"
"1726_209148","20161117","1"
"1726_209148","20161118","1"
"1726_209148","20161121","1"
"1726_209148","20161122","1"
"1726_209148","20161123","1"
"1726_209148","20161124","1"
"1726_209148","20161125","1"
"1726_209148","20161128","1"
"1726_209148","20161129","1"
"1726_209148","20161130","1"
"1726_209148","20161201","1"
"1726_209148","20161202","1"
"1726_209148","20161205","1"
"1726_209148","20161206","1"
"1726_209148","20161207","1"
"1726_209148","20161209","1"
"1726_209148","20161212","1"
"1726_209148","20161213","1"
"1726_209148","20161214","1"
"1726_209148","20161215","1"
"1726_209148","20161216","1"
"1726_209148","20161219","1"
"1726_209148","20161220","1"
"1726_209148","20161221","1"
"1726_209148","20161222","1"
"1726_209148","20161223","1"
"1726_209149","20160407","1"
"1726_209149","20160408","1"
"1726_209149","20160411","1"
"1726_209149","20160412","1"
"1726_209149","20160413","1"
"1726_209149","20160414","1"
"1726_209149","20160415","1"
"1726_209149","20160418","1"
"1726_209149","20160419","1"
"1726_209149","20160420","1"
"1726_209149","20160421","1"
"1726_209149","20160422","1"
"1726_209149","20160426","1"
"1726_209149","20160427","1"
"1726_209149","20160428","1"
"1726_209149","20160429","1"
"1726_209149","20160502","1"
"1726_209149","20160503","1"
"1726_209149","20160504","1"
"1726_209149","20160505","1"
"1726_209149","20160506","1"
"1726_209149","20160509","1"
"1726_209149","20160510","1"
"1726_209149","20160511","1"
"1726_209149","20160512","1"
"1726_209149","20160513","1"
"1726_209149","20160516","1"
"1726_209149","20160517","1"
"1726_209149","20160518","1"
"1726_209149","20160519","1"
"1726_209149","20160520","1"
"1726_209149","20160523","1"
"1726_209149","20160524","1"
"1726_209149","20160525","1"
"1726_209149","20160526","1"
"1726_209149","20160527","1"
"1726_209149","20160530","1"
"1726_209149","20160531","1"
"1726_209149","20160601","1"
"1726_209149","20160603","1"
"1726_209149","20160606","1"
"1726_209149","20160607","1"
"1726_209149","20160608","1"
"1726_209149","20160609","1"
"1726_209149","20160610","1"
"1726_209149","20160915","1"
"1726_209149","20160916","1"
"1726_209149","20160919","1"
"1726_209149","20160920","1"
"1726_209149","20160921","1"
"1726_209149","20160922","1"
"1726_209149","20160923","1"
"1726_209149","20160926","1"
"1726_209149","20160927","1"
"1726_209149","20160928","1"
"1726_209149","20160929","1"
"1726_209149","20160930","1"
"1726_209149","20161003","1"
"1726_209149","20161004","1"
"1726_209149","20161005","1"
"1726_209149","20161006","1"
"1726_209149","20161007","1"
"1726_209149","20161010","1"
"1726_209149","20161011","1"
"1726_209149","20161012","1"
"1726_209149","20161013","1"
"1726_209149","20161014","1"
"1726_209149","20161017","1"
"1726_209149","20161018","1"
"1726_209149","20161019","1"
"1726_209149","20161020","1"
"1726_209149","20161021","1"
"1726_209149","20161024","1"
"1726_209149","20161025","1"
"1726_209149","20161026","1"
"1726_209149","20161027","1"
"1726_209149","20161028","1"
"1726_209149","20161031","1"
"1726_209149","20161102","1"
"1726_209149","20161103","1"
"1726_209149","20161104","1"
"1726_209149","20161107","1"
"1726_209149","20161108","1"
"1726_209149","20161109","1"
"1726_209149","20161110","1"
"1726_209149","20161111","1"
"1726_209149","20161114","1"
"1726_209149","20161115","1"
"1726_209149","20161116","1"
"1726_209149","20161117","1"
"1726_209149","20161118","1"
"1726_209149","20161121","1"
"1726_209149","20161122","1"
"1726_209149","20161123","1"
"1726_209149","20161124","1"
"1726_209149","20161125","1"
"1726_209149","20161128","1"
"1726_209149","20161129","1"
"1726_209149","20161130","1"
"1726_209149","20161201","1"
"1726_209149","20161202","1"
"1726_209149","20161205","1"
"1726_209149","20161206","1"
"1726_209149","20161207","1"
"1726_209149","20161209","1"
"1726_209149","20161212","1"
"1726_209149","20161213","1"
"1726_209149","20161214","1"
"1726_209149","20161215","1"
"1726_209149","20161216","1"
"1726_209149","20161219","1"
"1726_209149","20161220","1"
"1726_209149","20161221","1"
"1726_209149","20161222","1"
"1726_209149","20161223","1"
"1726_209150","20160409","1"
"1726_209150","20160416","1"
"1726_209150","20160423","1"
"1726_209150","20160430","1"
"1726_209150","20160507","1"
"1726_209150","20160514","1"
"1726_209150","20160521","1"
"1726_209150","20160528","1"
"1726_209150","20160604","1"
"1726_209150","20160917","1"
"1726_209150","20160924","1"
"1726_209150","20161001","1"
"1726_209150","20161008","1"
"1726_209150","20161015","1"
"1726_209150","20161022","1"
"1726_209150","20161029","1"
"1726_209150","20161105","1"
"1726_209150","20161112","1"
"1726_209150","20161119","1"
"1726_209150","20161126","1"
"1726_209150","20161203","1"
"1726_209150","20161210","1"
"1726_209150","20161217","1"
"1726_209151","20160407","1"
"1726_209151","20160408","1"
"1726_209151","20160409","1"
"1726_209151","20160411","1"
"1726_209151","20160412","1"
"1726_209151","20160413","1"
"1726_209151","20160414","1"
"1726_209151","20160415","1"
"1726_209151","20160416","1"
"1726_209151","20160418","1"
"1726_209151","20160419","1"
"1726_209151","20160420","1"
"1726_209151","20160421","1"
"1726_209151","20160422","1"
"1726_209151","20160423","1"
"1726_209151","20160426","1"
"1726_209151","20160427","1"
"1726_209151","20160428","1"
"1726_209151","20160429","1"
"1726_209151","20160430","1"
"1726_209151","20160502","1"
"1726_209151","20160503","1"
"1726_209151","20160504","1"
"1726_209151","20160505","1"
"1726_209151","20160506","1"
"1726_209151","20160507","1"
"1726_209151","20160509","1"
"1726_209151","20160510","1"
"1726_209151","20160511","1"
"1726_209151","20160512","1"
"1726_209151","20160513","1"
"1726_209151","20160514","1"
"1726_209151","20160516","1"
"1726_209151","20160517","1"
"1726_209151","20160518","1"
"1726_209151","20160519","1"
"1726_209151","20160520","1"
"1726_209151","20160521","1"
"1726_209151","20160523","1"
"1726_209151","20160524","1"
"1726_209151","20160525","1"
"1726_209151","20160526","1"
"1726_209151","20160527","1"
"1726_209151","20160528","1"
"1726_209151","20160530","1"
"1726_209151","20160531","1"
"1726_209151","20160601","1"
"1726_209151","20160603","1"
"1726_209151","20160604","1"
"1726_209151","20160606","1"
"1726_209151","20160607","1"
"1726_209151","20160608","1"
"1726_209151","20160609","1"
"1726_209151","20160610","1"
"1726_209151","20160915","1"
"1726_209151","20160916","1"
"1726_209151","20160917","1"
"1726_209151","20160919","1"
"1726_209151","20160920","1"
"1726_209151","20160921","1"
"1726_209151","20160922","1"
"1726_209151","20160923","1"
"1726_209151","20160924","1"
"1726_209151","20160926","1"
"1726_209151","20160927","1"
"1726_209151","20160928","1"
"1726_209151","20160929","1"
"1726_209151","20160930","1"
"1726_209151","20161001","1"
"1726_209151","20161003","1"
"1726_209151","20161004","1"
"1726_209151","20161005","1"
"1726_209151","20161006","1"
"1726_209151","20161007","1"
"1726_209151","20161008","1"
"1726_209151","20161010","1"
"1726_209151","20161011","1"
"1726_209151","20161012","1"
"1726_209151","20161013","1"
"1726_209151","20161014","1"
"1726_209151","20161015","1"
"1726_209151","20161017","1"
"1726_209151","20161018","1"
"1726_209151","20161019","1"
"1726_209151","20161020","1"
"1726_209151","20161021","1"
"1726_209151","20161022","1"
"1726_209151","20161024","1"
"1726_209151","20161025","1"
"1726_209151","20161026","1"
"1726_209151","20161027","1"
"1726_209151","20161028","1"
"1726_209151","20161029","1"
"1726_209151","20161031","1"
"1726_209151","20161102","1"
"1726_209151","20161103","1"
"1726_209151","20161104","1"
"1726_209151","20161105","1"
"1726_209151","20161107","1"
"1726_209151","20161108","1"
"1726_209151","20161109","1"
"1726_209151","20161110","1"
"1726_209151","20161111","1"
"1726_209151","20161112","1"
"1726_209151","20161114","1"
"1726_209151","20161115","1"
"1726_209151","20161116","1"
"1726_209151","20161117","1"
"1726_209151","20161118","1"
"1726_209151","20161119","1"
"1726_209151","20161121","1"
"1726_209151","20161122","1"
"1726_209151","20161123","1"
"1726_209151","20161124","1"
"1726_209151","20161125","1"
"1726_209151","20161126","1"
"1726_209151","20161128","1"
